id,token,username,time,date,activity,path
2764,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:10,26-March-2024,"{"class1":"3rd-Year","section1":"b"}",http://192.168.100.2:8000/get-students-list
2765,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:10,26-March-2024,"{"students":[{"admission_number":61,"roll_no":"61","student_full_name":"Layla Roberts","student_mobile_number":"9876543522","father_full_name":"Roberts Sr.","father_mobile_number":"9876543523","joining_date":"2024-02-05","email":"layla.roberts@example.com","cnic":"78901234567","department":"ict","class":"3rd-year","section":"b","shift":"morning"},{"admission_number":62,"roll_no":"62","student_full_name":"Aubrey Turner","student_mobile_number":"9876543524","father_full_name":"Turner Sr.","father_mobile_number":"9876543525","joining_date":"2024-02-06","email":"aubrey.turner@example.com","cnic":"89012345678","department":"ict","class":"3rd-year","section":"b","shift":"morning"},{"admission_number":63,"roll_no":"63","student_full_name":"Zoey Phillips","student_mobile_number":"9876543526","father_full_name":"Phillips Sr.","father_mobile_number":"9876543527","joining_date":"2024-02-07","email":"zoey.phillips@example.com","cnic":"90123456789","department":"ict","class":"3rd-year","section":"b","shift":"morning"},{"admission_number":64,"roll_no":"64","student_full_name":"Nora Campbell","student_mobile_number":"9876543528","father_full_name":"Campbell Sr.","father_mobile_number":"9876543529","joining_date":"2024-02-08","email":"nora.campbell@example.com","cnic":"12345678901","department":"ict","class":"3rd-year","section":"b","shift":"morning"},{"admission_number":65,"roll_no":"65","student_full_name":"Addison Parker","student_mobile_number":"9876543530","father_full_name":"Parker Sr.","father_mobile_number":"9876543531","joining_date":"2024-02-09","email":"addison.parker@example.com","cnic":"23456789012","department":"ict","class":"3rd-year","section":"b","shift":"morning"},{"admission_number":66,"roll_no":"66","student_full_name":"Lillian Evans","student_mobile_number":"9876543532","father_full_name":"Evans Sr.","father_mobile_number":"9876543533","joining_date":"2024-02-10","email":"lillian.evans@example.com","cnic":"34567890123","department":"ict","class":"3rd-year","section":"b","shift":"morning"},{"admission_number":67,"roll_no":"67","student_full_name":"Aaliyah Edwards","student_mobile_number":"9876543534","father_full_name":"Edwards Sr.","father_mobile_number":"9876543535","joining_date":"2024-02-11","email":"aaliyah.edwards@example.com","cnic":"45678901234","department":"ict","class":"3rd-year","section":"b","shift":"morning"},{"admission_number":68,"roll_no":"68","student_full_name":"Aubree Collins","student_mobile_number":"9876543536","father_full_name":"Collins Sr.","father_mobile_number":"9876543537","joining_date":"2024-02-12","email":"aubree.collins@example.com","cnic":"56789012345","department":"ict","class":"3rd-year","section":"b","shift":"morning"}],"sdate":"20240101","ldate":"20240131"}",http://192.168.100.2:8000/allfines
2766,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:10,26-March-2024,"{"class1":"1st-Year-Evening","section1":"a"}",http://192.168.100.2:8000/get-students-list
2767,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:10,26-March-2024,"{"students":[],"sdate":"20240101","ldate":"20240131"}",http://192.168.100.2:8000/allfines
2768,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:21,26-March-2024,"{"usern":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-permissions
2769,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:23,26-March-2024,"{"usern":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-permissions
2770,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:29,26-March-2024,"{"usern":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-permissions
2771,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:40,26-March-2024,"{"number":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-special-classes
2772,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:40,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2773,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:41,26-March-2024,"{"usern":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-permissions
2774,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:42,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2775,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:42,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2776,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:42,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-departments
2777,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:14:42,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-shifts
2778,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:19,26-March-2024,"{"usern":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-permissions
2779,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:20,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2780,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:20,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2781,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:20,26-March-2024,{},http://192.168.100.2:8000/get-users-list
2782,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:20,26-March-2024,{},http://192.168.100.2:8000/get-assigned-classes
2783,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:22,26-March-2024,"{"data":37}",http://192.168.100.2:8000/delete-class-permission
2784,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:22,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2785,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:22,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2786,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:22,26-March-2024,{},http://192.168.100.2:8000/get-users-list
2787,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:22,26-March-2024,{},http://192.168.100.2:8000/get-assigned-classes
2788,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:23,26-March-2024,"{"data":36}",http://192.168.100.2:8000/delete-class-permission
2789,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:23,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2790,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:23,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2791,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:23,26-March-2024,{},http://192.168.100.2:8000/get-users-list
2792,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:23,26-March-2024,{},http://192.168.100.2:8000/get-assigned-classes
2793,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:24,26-March-2024,"{"data":34}",http://192.168.100.2:8000/delete-class-permission
2794,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:24,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2795,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:24,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2796,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:24,26-March-2024,{},http://192.168.100.2:8000/get-users-list
2797,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:24,26-March-2024,{},http://192.168.100.2:8000/get-assigned-classes
2798,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:25,26-March-2024,"{"data":33}",http://192.168.100.2:8000/delete-class-permission
2799,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:25,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2800,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:25,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2801,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:25,26-March-2024,{},http://192.168.100.2:8000/get-users-list
2802,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:25,26-March-2024,{},http://192.168.100.2:8000/get-assigned-classes
2803,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:26,26-March-2024,"{"data":32}",http://192.168.100.2:8000/delete-class-permission
2804,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:26,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2805,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:26,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2806,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:26,26-March-2024,{},http://192.168.100.2:8000/get-users-list
2807,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:26,26-March-2024,{},http://192.168.100.2:8000/get-assigned-classes
2808,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:27,26-March-2024,"{"data":31}",http://192.168.100.2:8000/delete-class-permission
2809,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:27,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2810,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:27,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2811,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:27,26-March-2024,{},http://192.168.100.2:8000/get-users-list
2812,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:27,26-March-2024,{},http://192.168.100.2:8000/get-assigned-classes
2813,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:29,26-March-2024,"{"usern":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-permissions
2814,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:30,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2815,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:30,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2816,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:30,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-departments
2817,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:30,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-shifts
2818,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:34,26-March-2024,"{"usern":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-permissions
2819,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:35,26-March-2024,"{"number":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-special-classes
2820,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:35,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2821,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:39,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-classes
2822,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:39,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-sections
2823,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:39,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-departments
2824,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:39,26-March-2024,"{"data":true}",http://192.168.100.2:8000/get-shifts
2825,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:47,26-March-2024,"{"number":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-special-classes
2826,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:47,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2827,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:50,26-March-2024,"{"usern":"4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8"}",http://192.168.100.2:8000/get-permissions
2828,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2829,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2830,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2831,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2832,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2833,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2834,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2835,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2836,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2837,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2838,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2839,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2840,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2841,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2842,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2843,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2844,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2845,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2846,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2847,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2848,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2849,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2850,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2851,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2852,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2853,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2854,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2855,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2856,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2857,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2858,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2859,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2860,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2861,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2862,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2863,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2864,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2865,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2866,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2867,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2868,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:51,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2869,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2870,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2871,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2872,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2873,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2874,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2875,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2876,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2877,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2878,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2879,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
2880,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,"Muneeb Baig",15:15:52,26-March-2024,"{"class1":"1st-year","section1":"a"}",http://192.168.100.2:8000/get-students-list
